palabra,pagina,palabra_busqueda,cantidad,fechaini,fechafin
perfil,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
periodismo,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
puro,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
periodismo,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
puro,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
ahora,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
columnistas,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
politica,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
economia,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
deportes,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
espectaculos,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
mujer,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
ciencia,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
turismo,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
times,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cordoba,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
protagonistas,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
temas,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cippec,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
crimen,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
colectivero,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
siria,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
facebook,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
inflacion,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
submarino,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
juan,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
dolar,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
donald,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
trump,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
policia,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
golpe,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
bolsillo,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cristina,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
kirchner,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
pidio,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
suspender,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
aumentos,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
servicios,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
publicos,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
senadora,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
nacional,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
presento,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
proyecto,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
para,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
retrotraer,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
subas,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
tarifas,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
enero,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
detalles,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
facebook,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
twitter,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
gplus,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cristina,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
fernandez,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
kirchner,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
contra,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cristina,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
fernandez,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
kirchner,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
contra,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
tarifazo,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
foto,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cedoc,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
cristina,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
fernandez,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
kirchner,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
presento,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
proyecto,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
para,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
gobierno,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
nacional,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
conduce,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
mauricio,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
macri,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
suspenda,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
aumentos,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
tarifas,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
servicios,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
publicos,http://www.perfil.com/noticias/policia/cristina-pidio-suspender-los-aumentos-de-servicios-publicos.phtml,servicios,1,20180416,20180416
