palabra,pagina,palabra_busqueda,cantidad,fechaini,fechafin
watch,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
queue,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
queue,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
watch,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
queuequeue,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
remove,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
disconnect,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
next,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
video,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
startingstop,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
loading,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
watch,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
queue,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
queue,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
counttotal,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
link,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
https,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
youtube,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
comwatch,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
vyqzokxikswa,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
link,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
http,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
youtube,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
comchanneluclatigqbk,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
qdpbscxxcqa,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
link,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
https,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
plus,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
google,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
link,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
https,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
ytimg,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
comviyqzokxikswahqde,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
fault,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
link,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
https,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
ytimg,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
comviyqzokxikswahqde,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
fault,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
link,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
https,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
youtube,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
comembedyqzokxikswa,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
mauricio,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
macri,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
puta,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
pario,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
kevin,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
gael,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
covers,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
kevin,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
gael,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
covers,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
loading,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
unsubscribe,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
from,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
kevin,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
gael,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
covers,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
cancel,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
unsubscribe,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
working,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
subscribesubscribedu,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
nsubscribe,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
loading,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
loading,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
working,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
want,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
watch,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
this,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
again,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
later,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
sign,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
this,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
video,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
playlist,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
sign,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
share,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
more,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
report,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
need,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
report,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
video,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
sign,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
report,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
inappropriate,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
content,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
sign,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
statistics,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
translations,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
views,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
like,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
this,https://www.youtube.com/watch?v=yqZOkxikSWA,macri la puta que te pario,1,20180416,20180416
